RID,ip_src,ip_dst,tcp_srcport,tcp.dstport,tcp_flags_push,tcp_flags_ack,tcp_ack,frame_time,packets,tx_packets,tx_bytes,rx_packets,rx_bytes,Label
172.217.6.195-10.42.0.211-443-48395-6,192.168.1.1,192.168.23.2,3366,8000,1,1,1, 16-Jun 2020 20:18:15.095095000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-120.76.223.181-58370-83-6,192.168.1.1,192.168.23.2,3367,8000,1,1,1, 16-Jun 2020 20:18:15.095098000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-29336-53-17,192.168.1.1,192.168.23.2,3368,8000,1,1,1, 16-Jun 2020 20:18:15.095110000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.10.106-10.42.0.42-443-36559-6,192.168.1.1,192.168.23.2,3369,8000,1,1,1, 16-Jun 2020 20:18:15.095131000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-65025-53-17,192.168.1.1,192.168.23.2,3370,8000,1,1,1, 16-Jun 2020 20:18:15.095150000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-28704-53-17,192.168.1.1,192.168.23.2,3371,8000,1,1,1, 16-Jun 2020 20:18:15.095153000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
203.130.53.126-10.42.0.151-80-33681-6,192.168.1.1,192.168.23.2,3372,8000,1,1,1, 16-Jun 2020 20:18:15.095187000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.10.138-10.42.0.151-443-41761-6,192.168.1.1,192.168.23.2,3373,8000,1,1,1, 16-Jun 2020 20:18:15.095191000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
172.217.6.196-10.42.0.211-443-43230-6,192.168.1.1,192.168.23.2,3374,8000,1,1,1, 16-Jun 2020 20:18:15.095193000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
10.42.0.42-13.107.3.128-56310-443-6,192.168.1.1,192.168.23.2,3375,8000,1,1,1, 16-Jun 2020 20:18:15.095196000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
157.240.2.25-10.42.0.42-443-47857-6,192.168.1.1,192.168.23.2,3376,8000,1,1,1, 16-Jun 2020 20:18:15.095219000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.211-104.192.110.245-46188-443-6,192.168.1.1,192.168.23.2,3377,8000,1,1,1, 16-Jun 2020 20:18:15.095226000 Mountain Daylight Time,6,3,162,3,162,Flooding attack
10.42.0.211-74.6.105.13-45658-443-6,192.168.1.1,192.168.23.2,3378,8000,1,1,1, 16-Jun 2020 20:18:15.095238000 Mountain Daylight Time,14,7,378,7,378,DDoS-PSH-ACK
183.79.250.123-10.42.0.211-443-36975-6,192.168.1.1,192.168.23.2,3379,8000,1,1,1, 16-Jun 2020 20:18:15.095241000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-9662-53-17,192.168.1.1,192.168.23.2,3380,8000,1,1,1, 16-Jun 2020 20:18:15.095260000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-52.84.1.164-54359-443-6,192.168.1.1,192.168.23.2,3381,8000,1,1,1, 16-Jun 2020 20:18:15.095274000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.10.46-10.42.0.151-443-47255-6,192.168.1.1,192.168.23.2,3382,8000,1,1,1, 16-Jun 2020 20:18:15.095278000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
182.22.24.124-10.42.0.211-443-38520-6,192.168.1.1,192.168.23.2,3383,8000,1,1,1, 16-Jun 2020 20:18:15.095297000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.6.225-10.42.0.151-443-54005-6,192.168.1.1,192.168.23.2,3384,8000,1,1,1, 16-Jun 2020 20:18:15.095321000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
203.205.147.229-10.42.0.211-80-51714-6,192.168.1.1,192.168.23.2,3385,8000,1,1,1, 16-Jun 2020 20:18:15.095326000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
175.100.207.233-10.42.0.42-443-51711-6,192.168.1.1,192.168.23.2,3386,8000,1,1,1, 16-Jun 2020 20:18:15.095328000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-44485-17,192.168.1.1,192.168.23.2,3387,8000,1,1,1, 16-Jun 2020 20:18:15.095351000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.3.106-10.42.0.151-443-38276-6,192.168.1.1,192.168.23.2,3388,8000,1,1,1, 16-Jun 2020 20:18:15.095361000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.42-66.198.24.225-37396-443-6,192.168.1.1,192.168.23.2,3389,8000,1,1,1, 16-Jun 2020 20:18:15.095372000 Mountain Daylight Time,14,7,378,7,378,DDoS-PSH-ACK
172.217.7.196-10.42.0.211-80-52394-6,192.168.1.1,192.168.23.2,3390,8000,1,1,1, 16-Jun 2020 20:18:15.095392000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
205.185.216.42-10.42.0.211-80-54995-6,192.168.1.1,192.168.23.2,3391,8000,1,1,1, 16-Jun 2020 20:18:15.095396000 Mountain Daylight Time,14,7,378,7,378,DDoS-PSH-ACK
172.217.11.14-10.42.0.151-443-45864-6,192.168.1.1,192.168.23.2,3392,8000,1,1,1, 16-Jun 2020 20:18:15.095414000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
172.217.12.142-10.42.0.151-443-53746-6,192.168.1.1,192.168.23.2,3393,8000,1,1,1, 16-Jun 2020 20:18:15.095430000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-23.208.86.153-54115-80-6,192.168.1.1,192.168.23.2,3394,8000,1,1,1, 16-Jun 2020 20:18:15.095434000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-112.80.248.187-55545-80-6,192.168.1.1,192.168.23.2,3395,8000,1,1,1, 16-Jun 2020 20:18:15.095460000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-2734-17,192.168.1.1,192.168.23.2,3396,8000,1,1,1, 16-Jun 2020 20:18:15.095465000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
180.149.153.234-10.42.0.211-80-50315-6,192.168.1.1,192.168.23.2,3397,8000,1,1,1, 16-Jun 2020 20:18:15.095478000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.1.162-10.42.0.211-443-42890-6,192.168.1.1,192.168.23.2,3398,8000,1,1,1, 16-Jun 2020 20:18:15.095489000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.10.227-10.42.0.42-443-33129-6,192.168.1.1,192.168.23.2,3399,8000,1,1,1, 16-Jun 2020 20:18:15.095510000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.42-64.71.142.95-60947-443-6,192.168.1.1,192.168.23.2,3400,8000,1,1,1, 16-Jun 2020 20:18:15.095539000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
203.205.158.44-10.42.0.151-80-39959-6,192.168.1.1,192.168.23.2,3401,8000,1,1,1, 16-Jun 2020 20:18:15.095553000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
8.43.72.27-10.42.0.211-443-57124-6,192.168.1.1,192.168.23.2,3402,8000,1,1,1, 16-Jun 2020 20:18:15.095581000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.42-52.84.29.55-32894-443-6,192.168.1.1,192.168.23.2,3403,8000,1,1,1, 16-Jun 2020 20:18:15.095594000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.7.1-10.42.0.211-443-39443-6,192.168.1.1,192.168.23.2,3404,8000,1,1,1, 16-Jun 2020 20:18:15.095609000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.10.78-10.42.0.151-443-39644-6,192.168.1.1,192.168.23.2,3405,8000,1,1,1, 16-Jun 2020 20:18:15.095641000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-106.39.169.66-44276-80-6,192.168.1.1,192.168.23.2,3406,8000,1,1,1, 16-Jun 2020 20:18:15.095736000 Mountain Daylight Time,10,5,270,5,270,Flooding attack
158.85.48.247-10.42.0.211-443-50106-6,192.168.1.1,192.168.23.2,3407,8000,1,1,1, 16-Jun 2020 20:18:15.095743000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-64.71.142.113-47498-80-6,192.168.1.1,192.168.23.2,3408,8000,1,1,1, 16-Jun 2020 20:18:15.095745000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.3.99-10.42.0.211-443-43525-6,192.168.1.1,192.168.23.2,3409,8000,1,1,1, 16-Jun 2020 20:18:15.095747000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.10.14-10.42.0.211-443-39422-6,192.168.1.1,192.168.23.2,3410,8000,1,1,1, 16-Jun 2020 20:18:15.095753000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.10.106-10.42.0.42-443-39237-6,192.168.1.1,192.168.23.2,3411,8000,1,1,1, 16-Jun 2020 20:18:15.095755000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-104.97.95.172-40868-80-6,192.168.1.1,192.168.23.2,3412,8000,1,1,1, 16-Jun 2020 20:18:15.095758000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
182.22.25.252-10.42.0.211-443-57336-6,192.168.1.1,192.168.23.2,3413,8000,1,1,1, 16-Jun 2020 20:18:15.095760000 Mountain Daylight Time,2,1,54,1,54,DDoS-PSH-ACK
203.130.53.126-10.42.0.211-80-38369-6,192.168.1.1,192.168.23.2,3414,8000,1,1,1, 16-Jun 2020 20:18:15.095763000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.151-13.64.108.49-50283-443-6,192.168.1.1,192.168.23.2,3415,8000,1,1,1, 16-Jun 2020 20:18:15.095764000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-64.71.142.110-41793-443-6,192.168.1.1,192.168.23.2,3416,8000,1,1,1, 16-Jun 2020 20:18:15.095813000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-103.235.46.211-44595-443-6,192.168.1.1,192.168.23.2,3417,8000,1,1,1, 16-Jun 2020 20:18:15.095817000 Mountain Daylight Time,2,1,54,1,54,DDoS-PSH-ACK
10.42.0.151-23.23.110.118-56506-443-6,192.168.1.1,192.168.23.2,3418,8000,1,1,1, 16-Jun 2020 20:18:15.095835000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-47263-53-17,192.168.1.1,192.168.23.2,3419,8000,1,1,1, 16-Jun 2020 20:18:15.095848000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-106.39.162.36-49779-80-6,192.168.1.1,192.168.23.2,3420,8000,1,1,1, 16-Jun 2020 20:18:15.095883000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
220.243.225.102-10.42.0.211-80-46683-6,192.168.1.1,192.168.23.2,3421,8000,1,1,1, 16-Jun 2020 20:18:15.095888000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
140.205.230.8-10.42.0.211-80-39658-6,192.168.1.1,192.168.23.2,3422,8000,1,1,1, 16-Jun 2020 20:18:15.095905000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
202.77.129.150-10.42.0.42-80-44592-6,192.168.1.1,192.168.23.2,3423,8000,1,1,1, 16-Jun 2020 20:18:15.095937000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-46132-53-17,192.168.1.1,192.168.23.2,3424,8000,1,1,1, 16-Jun 2020 20:18:15.095951000 Mountain Daylight Time,2,1,54,1,54,DDoS-PSH-ACK
198.11.189.16-10.42.0.211-443-48712-6,192.168.1.1,192.168.23.2,3425,8000,1,1,1, 16-Jun 2020 20:18:15.095972000 Mountain Daylight Time,4,2,108,2,108,Flooding attack
10.42.0.211-10.42.0.1-34158-53-17,192.168.1.1,192.168.23.2,3426,8000,1,1,1, 16-Jun 2020 20:18:15.095993000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.42-52.84.29.154-60960-443-6,192.168.1.1,192.168.23.2,3427,8000,1,1,1, 16-Jun 2020 20:18:15.096013000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-123.125.29.138-40994-80-6,192.168.1.1,192.168.23.2,3428,8000,1,1,1, 16-Jun 2020 20:18:15.096026000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.11.42-10.42.0.211-443-40623-6,192.168.1.1,192.168.23.2,3429,8000,1,1,1, 16-Jun 2020 20:18:15.096046000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-25652-53-17,192.168.1.1,192.168.23.2,3430,8000,1,1,1, 16-Jun 2020 20:18:15.096066000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.211-31.13.71.3-42079-443-6,192.168.1.1,192.168.23.2,3431,8000,1,1,1, 16-Jun 2020 20:18:15.096081000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-44904-53-17,192.168.1.1,192.168.23.2,3432,8000,1,1,1, 16-Jun 2020 20:18:15.096105000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
172.217.9.234-10.42.0.151-443-40294-6,192.168.1.1,192.168.23.2,3433,8000,1,1,1, 16-Jun 2020 20:18:15.096112000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-27652-53-17,192.168.1.1,192.168.23.2,3434,8000,1,1,1, 16-Jun 2020 20:18:15.096128000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-60759-17,192.168.1.1,192.168.23.2,3435,8000,1,1,1, 16-Jun 2020 20:18:15.096161000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.151-121.12.98.64-59124-80-6,192.168.1.1,192.168.23.2,3436,8000,1,1,1, 16-Jun 2020 20:18:15.096168000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-58.63.236.212-38725-443-6,192.168.1.1,192.168.23.2,3437,8000,1,1,1, 16-Jun 2020 20:18:15.096170000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
183.79.248.124-10.42.0.42-80-59635-6,192.168.1.1,192.168.23.2,3438,8000,1,1,1, 16-Jun 2020 20:18:15.096209000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
175.100.207.233-10.42.0.151-80-58068-6,192.168.1.1,192.168.23.2,3439,8000,1,1,1, 16-Jun 2020 20:18:15.096218000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.10.138-10.42.0.151-443-44619-6,192.168.1.1,192.168.23.2,3440,8000,1,1,1, 16-Jun 2020 20:18:15.096222000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.10.78-10.42.0.151-443-52740-6,192.168.1.1,192.168.23.2,3441,8000,1,1,1, 16-Jun 2020 20:18:15.096242000 Mountain Daylight Time,6,3,162,3,162,Flooding attack
172.217.10.229-10.42.0.151-443-44268-6,192.168.1.1,192.168.23.2,3442,8000,1,1,1, 16-Jun 2020 20:18:15.096265000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-31.13.65.36-49756-443-6,192.168.1.1,192.168.23.2,3443,8000,1,1,1, 16-Jun 2020 20:18:15.096283000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.12.163-10.42.0.151-443-37498-6,192.168.1.1,192.168.23.2,3444,8000,1,1,1, 16-Jun 2020 20:18:15.096292000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-56535-53-17,192.168.1.1,192.168.23.2,3445,8000,1,1,1, 16-Jun 2020 20:18:15.096311000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.12.196-10.42.0.211-443-57235-6,192.168.1.1,192.168.23.2,3446,8000,1,1,1, 16-Jun 2020 20:18:15.096329000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-64.71.142.95-40147-80-6,192.168.1.1,192.168.23.2,3447,8000,1,1,1, 16-Jun 2020 20:18:15.096339000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
220.243.219.55-10.42.0.42-80-48240-6,192.168.1.1,192.168.23.2,3448,8000,1,1,1, 16-Jun 2020 20:18:15.096360000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-60772-53-17,192.168.1.1,192.168.23.2,3449,8000,1,1,1, 16-Jun 2020 20:18:15.096378000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-123.125.29.220-55796-80-6,192.168.1.1,192.168.23.2,3450,8000,1,1,1, 16-Jun 2020 20:18:15.096390000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.211-104.88.89.135-34552-443-6,192.168.1.1,192.168.23.2,3451,8000,1,1,1, 16-Jun 2020 20:18:15.096415000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.1-10.42.0.42-53-48463-17,192.168.1.1,192.168.23.2,3452,8000,1,1,1, 16-Jun 2020 20:18:15.096426000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.211-50.17.225.23-40715-443-6,192.168.1.1,192.168.23.2,3453,8000,1,1,1, 16-Jun 2020 20:18:15.096446000 Mountain Daylight Time,8,4,216,4,216,Flooding attack
216.58.219.238-10.42.0.151-443-41315-6,192.168.1.1,192.168.23.2,3454,8000,1,1,1, 16-Jun 2020 20:18:15.096466000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
151.101.1.140-10.42.0.211-443-43644-6,192.168.1.1,192.168.23.2,3455,8000,1,1,1, 16-Jun 2020 20:18:15.096487000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
172.217.10.238-10.42.0.151-443-53490-6,192.168.1.1,192.168.23.2,3456,8000,1,1,1, 16-Jun 2020 20:18:15.096505000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
172.217.10.238-10.42.0.211-443-36245-6,192.168.1.1,192.168.23.2,3457,8000,1,1,1, 16-Jun 2020 20:18:15.096511000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
182.254.5.234-10.42.0.211-80-47235-6,192.168.1.1,192.168.23.2,3458,8000,1,1,1, 16-Jun 2020 20:18:15.096521000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
151.101.1.140-10.42.0.211-443-34103-6,192.168.1.1,192.168.23.2,3459,8000,1,1,1, 16-Jun 2020 20:18:15.096531000 Mountain Daylight Time,2,1,54,1,54,DDoS-PSH-ACK
8.0.6.4-8.6.0.1-0-0-0,192.168.1.1,192.168.23.2,3460,8000,1,1,1, 16-Jun 2020 20:18:15.096552000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
198.11.190.8-10.42.0.211-443-36064-6,192.168.1.1,192.168.23.2,3461,8000,1,1,1, 16-Jun 2020 20:18:15.096571000 Mountain Daylight Time,2,1,54,1,54,DDoS-PSH-ACK
183.79.249.252-10.42.0.211-443-37066-6,192.168.1.1,192.168.23.2,3462,8000,1,1,1, 16-Jun 2020 20:18:15.096576000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
172.217.12.138-10.42.0.151-443-39076-6,192.168.1.1,192.168.23.2,3463,8000,1,1,1, 16-Jun 2020 20:18:15.096586000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
172.217.10.46-10.42.0.151-443-60182-6,192.168.1.1,192.168.23.2,3464,8000,1,1,1, 16-Jun 2020 20:18:15.096592000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
172.217.10.238-10.42.0.211-443-45492-6,192.168.1.1,192.168.23.2,3465,8000,1,1,1, 16-Jun 2020 20:18:15.096610000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
217.69.133.148-10.42.0.211-443-56484-6,192.168.1.1,192.168.23.2,3466,8000,1,1,1, 16-Jun 2020 20:18:15.096628000 Mountain Daylight Time,4,2,108,2,108,DDoS-PSH-ACK
172.217.6.202-10.42.0.151-443-38436-6,192.168.1.1,192.168.23.2,3467,8000,1,1,1, 16-Jun 2020 20:18:15.096635000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-10.42.0.1-40888-53-17,192.168.1.1,192.168.23.2,3468,8000,1,1,1, 16-Jun 2020 20:18:15.096758000 Mountain Daylight Time,8,4,216,4,216,Flooding attack
10.42.0.211-103.235.46.211-43529-443-6,192.168.1.1,192.168.23.2,3469,8000,1,1,1, 16-Jun 2020 20:18:15.096761000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
10.42.0.151-108.174.11.1-42423-443-6,192.168.1.1,192.168.23.2,3470,8000,1,1,1, 16-Jun 2020 20:18:15.096762000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
224.0.0.251-10.42.0.211-5353-5353-17,192.168.1.1,192.168.23.2,3471,8000,1,1,1, 16-Jun 2020 20:18:15.096764000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.9.238-10.42.0.211-80-48527-6,192.168.1.1,192.168.23.2,3472,8000,1,1,1, 16-Jun 2020 20:18:15.096765000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
130.211.115.4-10.42.0.211-443-40740-6,192.168.1.1,192.168.23.2,3473,8000,1,1,1, 16-Jun 2020 20:18:15.096767000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
180.149.136.194-10.42.0.42-443-60964-6,192.168.1.1,192.168.23.2,3474,8000,1,1,1, 16-Jun 2020 20:18:15.096768000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
198.105.244.11-10.42.0.211-80-46246-6,192.168.1.1,192.168.23.2,3475,8000,1,1,1, 16-Jun 2020 20:18:15.096770000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
220.181.7.190-10.42.0.42-443-47489-6,192.168.1.1,192.168.23.2,3476,8000,1,1,1, 16-Jun 2020 20:18:15.096772000 Mountain Daylight Time,8,4,216,4,216,Flooding attack
180.76.147.97-10.42.0.211-80-54509-6,192.168.1.1,192.168.23.2,3477,8000,1,1,1, 16-Jun 2020 20:18:15.096774000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.9.234-10.42.0.211-443-60978-6,192.168.1.1,192.168.23.2,3478,8000,1,1,1, 16-Jun 2020 20:18:15.096776000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
182.22.67.89-10.42.0.211-443-45892-6,192.168.1.1,192.168.23.2,3479,8000,1,1,1, 16-Jun 2020 20:18:15.096778000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
192.229.163.180-10.42.0.211-443-51970-6,192.168.1.1,192.168.23.2,3480,8000,1,1,1, 16-Jun 2020 20:18:15.096780000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.10.74-10.42.0.211-443-51609-6,192.168.1.1,192.168.23.2,3481,8000,1,1,1, 16-Jun 2020 20:18:15.096797000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
216.58.219.202-10.42.0.211-443-37073-6,192.168.1.1,192.168.23.2,3482,8000,1,1,1, 16-Jun 2020 20:18:15.096807000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
180.149.153.68-10.42.0.211-80-55355-6,192.168.1.1,192.168.23.2,3483,8000,1,1,1, 16-Jun 2020 20:18:15.096828000 Mountain Daylight Time,6,3,162,3,162,DDoS-PSH-ACK
203.130.53.126-10.42.0.42-80-57315-6,192.168.1.1,192.168.23.2,3484,8000,1,1,1, 16-Jun 2020 20:18:15.096836000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.211-31.13.80.8-34682-443-6,192.168.1.1,192.168.23.2,3485,8000,1,1,1, 16-Jun 2020 20:18:15.096846000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
172.217.10.2-10.42.0.211-443-60536-6,192.168.1.1,192.168.23.2,3486,8000,1,1,1, 16-Jun 2020 20:18:15.096867000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-108.174.10.10-53577-80-6,192.168.1.1,192.168.23.2,3487,8000,1,1,1, 16-Jun 2020 20:18:15.096872000 Mountain Daylight Time,14,7,378,7,378,Flooding attack
219.142.78.162-10.42.0.151-80-54617-6,192.168.1.1,192.168.23.2,3488,8000,1,1,1, 16-Jun 2020 20:18:15.096882000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
172.217.3.98-10.42.0.151-443-59638-6,192.168.1.1,192.168.23.2,3489,8000,1,1,1, 16-Jun 2020 20:18:15.096905000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-15516-53-17,192.168.1.1,192.168.23.2,3490,8000,1,1,1, 16-Jun 2020 20:18:15.096909000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
10.42.0.151-10.42.0.1-62444-53-17,192.168.1.1,192.168.23.2,3491,8000,1,1,1, 16-Jun 2020 20:18:15.096919000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-23.203.49.224-36166-443-6,192.168.1.1,192.168.23.2,3492,8000,1,1,1, 16-Jun 2020 20:18:15.096946000 Mountain Daylight Time,8,4,216,4,216,DDoS-PSH-ACK
174.35.73.111-10.42.0.211-80-36481-6,192.168.1.1,192.168.23.2,3493,8000,1,1,1, 16-Jun 2020 20:18:15.096949000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.151-31.13.80.5-44900-443-6,192.168.1.1,192.168.23.2,3494,8000,1,1,1, 16-Jun 2020 20:18:15.096952000 Mountain Daylight Time,10,5,270,5,270,DDoS-PSH-ACK
10.42.0.211-120.55.89.238-58289-8977-6,192.168.1.1,192.168.23.2,3495,8000,1,1,1, 16-Jun 2020 20:18:15.096981000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
10.42.0.211-54.192.38.154-41782-443-6,192.168.1.1,192.168.23.2,3496,8000,1,1,1, 16-Jun 2020 20:18:15.096988000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
182.22.24.124-10.42.0.211-443-38534-6,192.168.1.1,192.168.23.2,3497,8000,1,1,1, 16-Jun 2020 20:18:15.096990000 Mountain Daylight Time,12,6,324,6,324,DDoS-PSH-ACK
